問世	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">這本詞典於 1978 年問世。</td><td style=""width: 33.3333%;"">This dictionary was first published in 1978.</td><td style=""width: 33.3333%;"">Zhè běn cídiǎn yú 1978 nián wènshì.</td></tr><tr><td style=""width: 33.3333%;"">本書作者的一部新小說即將問世。</td><td style=""width: 33.3333%;"">A new novel by the same author will soon be out.</td><td style=""width: 33.3333%;"">Běn shū zuòzhě de yī bù xīn xiǎoshuō jíjiāng wènshì.</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">這本詞典於 1978 年 _ _ 。</td><td style=""width: 33.3333%;"">This dictionary was first published in 1978.</td><td style=""width: 33.3333%;"">Zhè běn cídiǎn yú 1978 nián _ _.</td></tr><tr><td style=""width: 33.3333%;"">本書作者的一部新小說即將 _ _ 。</td><td style=""width: 33.3333%;"">A new novel by the same author will soon be out.</td><td style=""width: 33.3333%;"">Běn shū zuòzhě de yī bù xīn xiǎoshuō jíjiāng _ _.</td></tr></tbody></table>"	問世
風靡	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">今夏超短裙風靡京滬。</td><td style=""width: 33.3333%;"">Miniskirts are in fashion in Beijing and Shanghai this summer.</td><td style=""width: 33.3333%;"">Jīn xià chāoduǎnqún fēngmǐ jīng Hù.</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">今夏超短裙 _ _ 京滬。</td><td style=""width: 33.3333%;"">Miniskirts are in fashion in Beijing and Shanghai this summer.</td><td style=""width: 33.3333%;"">Jīn xià chāoduǎnqún _ _ jīng Hù.</td></tr></tbody></table>"	風靡
促進	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">促進食欲</td><td style=""width: 33.3333%;"">stimulate the appetite; be appetizing</td><td style=""width: 33.3333%;"">cùjìn shíyù</td></tr><tr><td style=""width: 33.3333%;"">促進團結</td><td style=""width: 33.3333%;"">strengthen unity</td><td style=""width: 33.3333%;"">cùjìn tuánjié</td></tr><tr><td style=""width: 33.3333%;"">相互促進</td><td style=""width: 33.3333%;"">help each other forward</td><td style=""width: 33.3333%;"">Xiānghù cùjìn</td></tr><tr><td style=""width: 33.3333%;"">促進工農業生產的大發展</td><td style=""width: 33.3333%;"">bring about a great advance in industrial and agricultural production</td><td style=""width: 33.3333%;"">cùjìn gōngnóngyè shēngchǎn de dà fāzhǎn</td></tr><tr><td style=""width: 33.3333%;"">促進兩國關係的正常化</td><td style=""width: 33.3333%;"">promote the normalization of relations between the two countries</td><td style=""width: 33.3333%;"">cùjìn liǎng guó guānxi de zhèngchánghuà</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;""> _ _ 食欲</td><td style=""width: 33.3333%;"">stimulate the appetite; be appetizing</td><td style=""width: 33.3333%;"">_ _ shíyù</td></tr><tr><td style=""width: 33.3333%;""> _ _ 團結</td><td style=""width: 33.3333%;"">strengthen unity</td><td style=""width: 33.3333%;"">_ _ tuánjié</td></tr><tr><td style=""width: 33.3333%;"">相互 _ _ </td><td style=""width: 33.3333%;"">help each other forward</td><td style=""width: 33.3333%;"">Xiānghù _ _</td></tr><tr><td style=""width: 33.3333%;""> _ _ 工農業生產的大發展</td><td style=""width: 33.3333%;"">bring about a great advance in industrial and agricultural production</td><td style=""width: 33.3333%;"">_ _ gōngnóngyè shēngchǎn de dà fāzhǎn</td></tr><tr><td style=""width: 33.3333%;""> _ _ 兩國關係的正常化</td><td style=""width: 33.3333%;"">promote the normalization of relations between the two countries</td><td style=""width: 33.3333%;"">_ _ liǎng guó guānxi de zhèngchánghuà</td></tr></tbody></table>"	促進
數位	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">數位計算</td><td style=""width: 33.3333%;"">digit counting</td><td style=""width: 33.3333%;"">shùwèi jìsuàn</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;""> _ _ 計算</td><td style=""width: 33.3333%;"">digit counting</td><td style=""width: 33.3333%;"">_ _ jìsuàn</td></tr></tbody></table>"	數位
消費者	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">保護消費者權益</td><td style=""width: 33.3333%;"">consumerism</td><td style=""width: 33.3333%;"">Bǎohù xiāofèizhě quányì</td></tr><tr><td style=""width: 33.3333%;"">消費者至上</td><td style=""width: 33.3333%;"">consumer-oriented</td><td style=""width: 33.3333%;"">xiāofèizhě zhìshàng</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">保護 _ _ _ 權益</td><td style=""width: 33.3333%;"">consumerism</td><td style=""width: 33.3333%;"">Bǎohù _ _ _ quányì</td></tr><tr><td style=""width: 33.3333%;""> _ _ _ 至上</td><td style=""width: 33.3333%;"">consumer-oriented</td><td style=""width: 33.3333%;"">_ _ _ zhìshàng</td></tr></tbody></table>"	消費者
境內	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody></tbody></table>"	境內
商品	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">商品一條街</td><td style=""width: 33.3333%;"">shopping street</td><td style=""width: 33.3333%;"">shāngpǐn yī tiáo jiē</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;""> _ _ 一條街</td><td style=""width: 33.3333%;"">shopping street</td><td style=""width: 33.3333%;"">_ _ yī tiáo jiē</td></tr></tbody></table>"	商品
限制	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">年齡限制</td><td style=""width: 33.3333%;"">age limit</td><td style=""width: 33.3333%;"">Niánlíng xiànzhì</td></tr><tr><td style=""width: 33.3333%;"">有一定的限制</td><td style=""width: 33.3333%;"">have certain restrictions</td><td style=""width: 33.3333%;"">yǒu yīdìng de xiànzhì</td></tr><tr><td style=""width: 33.3333%;"">受健康狀況的限制</td><td style=""width: 33.3333%;"">handicapped by poor health</td><td style=""width: 33.3333%;"">shòu jiànkāng zhuàngkuàng de xiànzhì</td></tr><tr><td style=""width: 33.3333%;"">限制數量</td><td style=""width: 33.3333%;"">limit to a number or amount</td><td style=""width: 33.3333%;"">Xiànzhì shùliàng</td></tr><tr><td style=""width: 33.3333%;"">限制發言時間</td><td style=""width: 33.3333%;"">restrict (or limit) speaking time</td><td style=""width: 33.3333%;"">xiànzhì fāyán shíjiān</td></tr><tr><td style=""width: 33.3333%;"">限制在必要的範圍內</td><td style=""width: 33.3333%;"">confine sth. within necessary limits</td><td style=""width: 33.3333%;"">xiànzhì zài bìyào de fànwéi nèi</td></tr><tr><td style=""width: 33.3333%;"">文章的字數不加限制。</td><td style=""width: 33.3333%;"">There is no restriction on article length.</td><td style=""width: 33.3333%;"">Wénzhāng de zì shù bù jiā xiànzhì.</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">年齡 _ _ </td><td style=""width: 33.3333%;"">age limit</td><td style=""width: 33.3333%;"">Niánlíng _ _</td></tr><tr><td style=""width: 33.3333%;"">有一定的 _ _ </td><td style=""width: 33.3333%;"">have certain restrictions</td><td style=""width: 33.3333%;"">yǒu yīdìng de _ _</td></tr><tr><td style=""width: 33.3333%;"">受健康狀況的 _ _ </td><td style=""width: 33.3333%;"">handicapped by poor health</td><td style=""width: 33.3333%;"">shòu jiànkāng zhuàngkuàng de _ _</td></tr><tr><td style=""width: 33.3333%;""> _ _ 數量</td><td style=""width: 33.3333%;"">limit to a number or amount</td><td style=""width: 33.3333%;"">Xiànzhì shùliàng</td></tr><tr><td style=""width: 33.3333%;""> _ _ 發言時間</td><td style=""width: 33.3333%;"">restrict (or limit) speaking time</td><td style=""width: 33.3333%;"">_ _ fāyán shíjiān</td></tr><tr><td style=""width: 33.3333%;""> _ _ 在必要的範圍內</td><td style=""width: 33.3333%;"">confine sth. within necessary limits</td><td style=""width: 33.3333%;"">_ _ zài bìyào de fànwéi nèi</td></tr><tr><td style=""width: 33.3333%;"">文章的字數不加 _ _ 。</td><td style=""width: 33.3333%;"">There is no restriction on article length.</td><td style=""width: 33.3333%;"">Wénzhāng de zì shù bù jiā _ _.</td></tr></tbody></table>"	限制
警戒	"<table style=""border-collapse: collapse; width: 100%; height: 36px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 33.3333%; height: 18px;"">採取警戒措施</td> <td style=""width: 33.3333%; height: 18px;"">take precautionary measures </td> <td style=""width: 33.3333%; height: 18px;"">cǎiqǔ jǐngjiè cuòshī </td> </tr> <tr style=""height: 18px;""> <td style=""width: 33.3333%; height: 18px;"">沿公路布置警戒 </td> <td style=""width: 33.3333%; height: 18px;"">post guards along the highway</td> <td style=""width: 33.3333%; height: 18px;"">Yán gōnglù bùzhì jǐngjiè </td> </tr> </tbody> </table>"	"<table style=""border-collapse: collapse; width: 100%; height: 36px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 33.3333%; height: 18px;"">採取 _ _ 措施</td> <td style=""width: 33.3333%; height: 18px;"">take precautionary measures </td> <td style=""width: 33.3333%; height: 18px;"">cǎiqǔ _ _ cuòshī </td> </tr> <tr style=""height: 18px;""> <td style=""width: 33.3333%; height: 18px;"">沿公路布置 _ _  </td> <td style=""width: 33.3333%; height: 18px;"">post guards along the highway</td> <td style=""width: 33.3333%; height: 18px;"">Yán gōnglù bùzhì _ _ </td> </tr> </tbody> </table>"	警戒
擬	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">擬個計劃</td><td style=""width: 33.3333%;"">devise a plan</td><td style=""width: 33.3333%;"">nǐ ge jìhuà</td></tr><tr><td style=""width: 33.3333%;"">擬出一個方案</td><td style=""width: 33.3333%;"">draw up a plan</td><td style=""width: 33.3333%;"">nǐ chū yī ge fāng'àn</td></tr><tr><td style=""width: 33.3333%;"">擬於下月前往青島</td><td style=""width: 33.3333%;"">plan to go to Qingdao next month</td><td style=""width: 33.3333%;"">nǐ yú xiàyuè qiánwǎng qīng dǎo</td></tr><tr><td style=""width: 33.3333%;"">模擬</td><td style=""width: 33.3333%;"">imitate; simulate</td><td style=""width: 33.3333%;"">mónǐ</td></tr><tr><td style=""width: 33.3333%;"">比擬</td><td style=""width: 33.3333%;"">compare; draw a parallel</td><td style=""width: 33.3333%;"">bǐnǐ</td></tr><tr><td style=""width: 33.3333%;"">虛擬</td><td style=""width: 33.3333%;"">fiction; conjecture</td><td style=""width: 33.3333%;"">xūnǐ</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;""> _ 個計劃</td><td style=""width: 33.3333%;"">devise a plan</td><td style=""width: 33.3333%;"">_ ge jìhuà</td></tr><tr><td style=""width: 33.3333%;""> _ 出一個方案</td><td style=""width: 33.3333%;"">draw up a plan</td><td style=""width: 33.3333%;"">_ chū yī ge fāng'àn</td></tr><tr><td style=""width: 33.3333%;""> _ 於下月前往青島</td><td style=""width: 33.3333%;"">plan to go to Qingdao next month</td><td style=""width: 33.3333%;"">_ yú xiàyuè qiánwǎng qīng dǎo</td></tr><tr><td style=""width: 33.3333%;"">模 _ </td><td style=""width: 33.3333%;"">imitate; simulate</td><td style=""width: 33.3333%;"">mó_</td></tr><tr><td style=""width: 33.3333%;"">比 _ </td><td style=""width: 33.3333%;"">compare; draw a parallel</td><td style=""width: 33.3333%;"">bǐ_</td></tr><tr><td style=""width: 33.3333%;"">虛 _ </td><td style=""width: 33.3333%;"">fiction; conjecture</td><td style=""width: 33.3333%;"">xū_</td></tr></tbody></table>"	擬
申訴	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">不服判決, 提出申訴</td><td style=""width: 33.3333%;"">appeal against a legal decision</td><td style=""width: 33.3333%;"">bùfú pànjué, tíchū shēnsù</td></tr><tr><td style=""width: 33.3333%;"">建立人民申訴制度</td><td style=""width: 33.3333%;"">establish a people’s appeals system</td><td style=""width: 33.3333%;"">jiànlì rénmín shēnsù zhìdù</td></tr><tr><td style=""width: 33.3333%;"">向上級提出申訴</td><td style=""width: 33.3333%;"">appeal to the higher authorities</td><td style=""width: 33.3333%;"">xiàng shàngjí tíchū shēnsù</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">不服判決, 提出 _ _ </td><td style=""width: 33.3333%;"">appeal against a legal decision</td><td style=""width: 33.3333%;"">bùfú pànjué, tíchū _ _</td></tr><tr><td style=""width: 33.3333%;"">建立人民 _ _ 制度</td><td style=""width: 33.3333%;"">establish a people’s appeals system</td><td style=""width: 33.3333%;"">jiànlì rénmín _ _ zhìdù</td></tr><tr><td style=""width: 33.3333%;"">向上級提出 _ _ </td><td style=""width: 33.3333%;"">appeal to the higher authorities</td><td style=""width: 33.3333%;"">xiàng shàngjí tíchū _ _</td></tr></tbody></table>"	申訴
持續	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">保證經濟的可持續發展</td><td style=""width: 33.3333%;"">ensure a sustainable economic development</td><td style=""width: 33.3333%;"">bǎozhèng jīngjì de kě chíxù fāzhǎn</td></tr><tr><td style=""width: 33.3333%;"">使國民經濟持續穩定增長</td><td style=""width: 33.3333%;"">bring about a sustained, stable growth in the national economy</td><td style=""width: 33.3333%;"">shǐ guómín jīngjì chíxù wěndìng zēngzhǎng</td></tr><tr><td style=""width: 33.3333%;"">兩國的文化交流已經持續了一千多年。</td><td style=""width: 33.3333%;"">Cultural exchange between the two countries has gone on for over a thousand years.</td><td style=""width: 33.3333%;"">Liǎng guó de wénhuà jiāoliú yǐjing chíxù le yīqiān duō nián.</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">保證經濟的可 _ _ 發展</td><td style=""width: 33.3333%;"">ensure a sustainable economic development</td><td style=""width: 33.3333%;"">bǎozhèng jīngjì de kě _ _ fāzhǎn</td></tr><tr><td style=""width: 33.3333%;"">使國民經濟 _ _ 穩定增長</td><td style=""width: 33.3333%;"">bring about a sustained, stable growth in the national economy</td><td style=""width: 33.3333%;"">shǐ guómín jīngjì _ _ wěndìng zēngzhǎng</td></tr><tr><td style=""width: 33.3333%;"">兩國的文化交流已經 _ _ 了一千多年。</td><td style=""width: 33.3333%;"">Cultural exchange between the two countries has gone on for over a thousand years.</td><td style=""width: 33.3333%;"">Liǎng guó de wénhuà jiāoliú yǐjing _ _ le yīqiān duō nián.</td></tr></tbody></table>"	持續
管制	"<p><br><br></p> <table style=""border-collapse: collapse; width: 77.6351%; height: 108px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">管制燈火&nbsp;&nbsp;</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;enforce a blackout</td> <td style=""width: 32.3143%; height: 18px;"">guǎnzhì dēnghuǒ</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">管制物價</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;control prices&nbsp;&nbsp;&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">Guǎnzhì wùjià</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">軍事管制</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;military control&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">jūnshì guǎnzhì&nbsp;</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">外匯管制&nbsp;&nbsp;</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;foreign exchange control&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">wàihuì guǎnzhì&nbsp;</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">管制勞動&nbsp;&nbsp;</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;labour under supervision&nbsp;&nbsp;&nbsp;&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">guǎnzhì láodòng</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">交群眾管制</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;put under public supervision&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">jiāo qúnzhòng guǎnzhì</td> </tr> </tbody> </table> <p><br><br></p>"	"<p><br><br></p> <table style=""border-collapse: collapse; width: 77.6351%; height: 108px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;""> _ _ 燈火&nbsp;&nbsp;</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;enforce a blackout</td> <td style=""width: 32.3143%; height: 18px;"">_ _ dēnghuǒ</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;""> _ _ 物價</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;control prices&nbsp;&nbsp;&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">Guǎnzhì wùjià</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">軍事 _ _ </td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;military control&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">jūnshì _ _&nbsp;</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">外匯 _ _ &nbsp;&nbsp;</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;foreign exchange control&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">wàihuì _ _&nbsp;</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;""> _ _ 勞動&nbsp;&nbsp;</td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;labour under supervision&nbsp;&nbsp;&nbsp;&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">_ _ láodòng</td> </tr> <tr style=""height: 18px;""> <td style=""width: 16.7317%; height: 18px;"">交群眾 _ _ </td> <td style=""width: 34.2759%; height: 18px;"">&nbsp;put under public supervision&nbsp;</td> <td style=""width: 32.3143%; height: 18px;"">jiāo qúnzhòng _ _</td> </tr> </tbody> </table> <p><br><br></p>"	管制
顯示器	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">純平顯示器</td><td style=""width: 33.3333%;"">CRT (or cathode ray tube) display</td><td style=""width: 33.3333%;"">chúnpíng xiǎnshìqì</td></tr><tr><td style=""width: 33.3333%;"">液晶顯示器</td><td style=""width: 33.3333%;"">LCD (liquid crystal display)</td><td style=""width: 33.3333%;"">yèjīngxiǎnshìqì</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">純平 _ _ _ </td><td style=""width: 33.3333%;"">CRT (or cathode ray tube) display</td><td style=""width: 33.3333%;"">chúnpíng _ _ _</td></tr><tr><td style=""width: 33.3333%;"">液晶 _ _ _ </td><td style=""width: 33.3333%;"">LCD (liquid crystal display)</td><td style=""width: 33.3333%;"">yèjīng_ _ _</td></tr></tbody></table>"	顯示器
鬆綁	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">給囚犯鬆綁</td><td style=""width: 33.3333%;"">untie the prisoner</td><td style=""width: 33.3333%;"">gěi qiúfàn sōngbǎng</td></tr><tr><td style=""width: 33.3333%;"">給教學鬆綁</td><td style=""width: 33.3333%;"">give more freedom to teaching</td><td style=""width: 33.3333%;"">Gěi jiàoxué sōngbǎng</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">給囚犯 _ _ </td><td style=""width: 33.3333%;"">untie the prisoner</td><td style=""width: 33.3333%;"">gěi qiúfàn sōngbǎng</td></tr><tr><td style=""width: 33.3333%;"">給教學 _ _ </td><td style=""width: 33.3333%;"">give more freedom to teaching</td><td style=""width: 33.3333%;"">Gěi jiàoxué sōngbǎng</td></tr></tbody></table>"	鬆綁
兩造	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">改一年兩造為一年三造</td><td style=""width: 33.3333%;"">change from two crops a year to three</td><td style=""width: 33.3333%;"">gǎi yī nián liǎng zào wéi yī nián sān zào</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">改一年 _ _ 為一年三造</td><td style=""width: 33.3333%;"">change from two crops a year to three</td><td style=""width: 33.3333%;"">gǎi yī nián liǎng zào wéi yī nián sān zào</td></tr></tbody></table>"	兩造
管控	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">嚴加管控</td><td style=""width: 33.3333%;"">tighten the control (of)</td><td style=""width: 33.3333%;"">Yánjiā guǎnkòng</td></tr><tr><td style=""width: 33.3333%;"">人事部經理的職責包括策劃, 管控和協調人事活動。</td><td style=""width: 33.3333%;"">Personnel Manager’s duties include planning, managing, controlling and coordinating personnel activities.</td><td style=""width: 33.3333%;"">rénshìbù jīnglǐ de zhízé bāokuò cèhuà, guǎnkòng héxié diàorén shì huódòng.</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">嚴加 _ _ </td><td style=""width: 33.3333%;"">tighten the control (of)</td><td style=""width: 33.3333%;"">Yánjiā _ _</td></tr><tr><td style=""width: 33.3333%;"">人事部經理的職責包括策劃,  _ _ 和協調人事活動。</td><td style=""width: 33.3333%;"">Personnel Manager’s duties include planning, managing, controlling and coordinating personnel activities.</td><td style=""width: 33.3333%;"">rénshìbù jīnglǐ de zhízé bāokuò cèhuà, _ _ héxié diàorén shì huódòng.</td></tr></tbody></table>"	管控
賠償	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">實物賠償</td><td style=""width: 33.3333%;"">reparations in kind</td><td style=""width: 33.3333%;"">shíwù péicháng</td></tr><tr><td style=""width: 33.3333%;"">戰爭賠償</td><td style=""width: 33.3333%;"">war reparations; war indemnity</td><td style=""width: 33.3333%;"">zhànzhēng péicháng</td></tr><tr><td style=""width: 33.3333%;"">經濟賠償</td><td style=""width: 33.3333%;"">financial compensation</td><td style=""width: 33.3333%;"">jīngjì péicháng</td></tr><tr><td style=""width: 33.3333%;"">賠償損失</td><td style=""width: 33.3333%;"">compensate (or pay) for a loss</td><td style=""width: 33.3333%;"">péicháng sǔnshī</td></tr><tr><td style=""width: 33.3333%;"">照價賠償</td><td style=""width: 33.3333%;"">compensate according to the cost</td><td style=""width: 33.3333%;"">zhào jià péicháng</td></tr><tr><td style=""width: 33.3333%;"">保留要求賠償的權利</td><td style=""width: 33.3333%;"">reserve the right to demand compensation for the losses</td><td style=""width: 33.3333%;"">bǎoliú yāoqiú péicháng de quánlì</td></tr><tr><td style=""width: 33.3333%;"">對工傷者給予賠償</td><td style=""width: 33.3333%;"">compensate workers for on-the-job injuries</td><td style=""width: 33.3333%;"">Duì gōngshāng zhě jǐyǔ péicháng</td></tr><tr><td style=""width: 33.3333%;"">對遇難者親屬承擔經濟上的賠償</td><td style=""width: 33.3333%;"">to indemnify the victim’s family</td><td style=""width: 33.3333%;"">duì yùnàn zhě qīnshǔ chéngdān jīngjì shàng de péicháng</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">實物 _ _ </td><td style=""width: 33.3333%;"">reparations in kind</td><td style=""width: 33.3333%;"">shíwù _ _</td></tr><tr><td style=""width: 33.3333%;"">戰爭 _ _ </td><td style=""width: 33.3333%;"">war reparations; war indemnity</td><td style=""width: 33.3333%;"">zhànzhēng _ _</td></tr><tr><td style=""width: 33.3333%;"">經濟 _ _ </td><td style=""width: 33.3333%;"">financial compensation</td><td style=""width: 33.3333%;"">jīngjì _ _</td></tr><tr><td style=""width: 33.3333%;""> _ _ 損失</td><td style=""width: 33.3333%;"">compensate (or pay) for a loss</td><td style=""width: 33.3333%;"">_ _ sǔnshī</td></tr><tr><td style=""width: 33.3333%;"">照價 _ _ </td><td style=""width: 33.3333%;"">compensate according to the cost</td><td style=""width: 33.3333%;"">zhào jià _ _</td></tr><tr><td style=""width: 33.3333%;"">保留要求 _ _ 的權利</td><td style=""width: 33.3333%;"">reserve the right to demand compensation for the losses</td><td style=""width: 33.3333%;"">bǎoliú yāoqiú _ _ de quánlì</td></tr><tr><td style=""width: 33.3333%;"">對工傷者給予 _ _ </td><td style=""width: 33.3333%;"">compensate workers for on-the-job injuries</td><td style=""width: 33.3333%;"">Duì gōngshāng zhě jǐyǔ _ _</td></tr><tr><td style=""width: 33.3333%;"">對遇難者親屬承擔經濟上的 _ _ </td><td style=""width: 33.3333%;"">to indemnify the victim’s family</td><td style=""width: 33.3333%;"">duì yùnàn zhě qīnshǔ chéngdān jīngjì shàng de _ _</td></tr></tbody></table>"	賠償
信賴	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">她是個值得信賴的人。</td><td style=""width: 33.3333%;"">She’s a trustworthy person.</td><td style=""width: 33.3333%;"">tā shì ge zhídexìnlài de rén.</td></tr></tbody></table>"	"<table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 33.3333%;"">她是個值得 _ _ 的人。</td><td style=""width: 33.3333%;"">She’s a trustworthy person.</td><td style=""width: 33.3333%;"">tā shì ge zhíde_ _ de rén.</td></tr></tbody></table>"	信賴
